# source-path (relative to /Users/nick/ai-os/shattered-sea/)	target/outcome	commit	date
entities/places/islands/stenmark.md	world/locations/stenmark.md	a26fbc8	2026-07-14
entities/places/regions/doldrums.md	world/locations/doldrums.md — pending, region	2f9a035	2026-07-14
entities/places/islands/meth-var.md	world/locations/meth-var.md :: pending, new location page + reverse link on ral-arn.md	194ddfe	2026-07-14
entities/places/islands/sorn.md	world/locations/sorn.md (new, pending)	004c2b841823772a27a16f62f7479be766fb663a	2026-07-14
entities/places/regions/ashwall-islands.md	world/locations/ashwall-islands.md	623f33713cfb8b1f73df68d0caa2e6ca3a23b91ef42e99a8bd1fb248458ade49	2026-07-14
entities/places/islands/vel-orn.md	world/locations/vel-orn.md	88dd868	2026-07-14
entities/places/islands/umberlee-shrine.md	world/locations/umberlee-shrine.md (new, canon)	078dfdeeca973f2729766c55b6426cafb54e32b3	2026-07-14
entities/places/regions/crown-islands.md	world/locations/crown-islands.md	3535d2e	2026-07-14
entities/places/settlements/calveno/index.md	refused — nav index, world/locations/calveno.md equivalent (Notable Venues + Notable NPCs + See Also already carry every entry)	749bf9dc2b7ac5be6c3f535d9041a6a4a8a86b78	2026-07-14
entities/places/regions/shattered-sea.md	REDUNDANT — no new page; resolved relink:shattered-sea on crown-islands/doldrums/ashwall-islands/the-drowned-maw.md to campaign-overview.md; central-strait/midchain blocked by canon_gate	f577ee8	2026-07-14
entities/places/regions/outer-reach.md	world/locations/outer-reach.md	689d0c0	2026-07-14
entities/places/regions/verdant-scatter.md	world/locations/verdant-scatter.md (new, pending) + 4 reverse-links (ironmantle, serafina-windfall-fisk, the-drowned-maw, crown-islands)	b31b46b9ba58ab9385c0413ea67ca06791a2feb4	2026-07-14
entities/places/settlements/calveno/la-vasca.md	world/locations/calveno.md (CONTRADICTION append) + world/locations/calveno-la-vasca.md (fact-add BLOCKED, not applied)	cd9a7da	2026-07-14
entities/places/regions/tail.md	world/locations/tail.md (pending)	fae72f1	2026-07-14
entities/places/regions/verdant-teeth.md	world/locations/verdant-teeth.md (new, pending) + 14 reverse-link fixes	86a6ce0	2026-07-14
entities/places/regions/galewall.md	world/locations/galewall.md (pending, resolves 5 sibling relink flags)	3f66e39	2026-07-14
entities/places/settlements/calveno.md	world/locations/calveno.md (expanded)	1390daf	2026-07-14
entities/places/regions/sunken-crown.md	world/locations/sunken-crown.md (new, pending)	db434a27	2026-07-14
entities/places/regions/galewall-dm.md	world/locations/galewall.md § DM Only (fold-in)	80c5167	2026-07-14
entities/places/settlements/high-line.md	world/locations/high-line.md (new, canon)	ae18dff	2026-07-14
entities/places/sites/drave-vaults.md	world/locations/drave-vaults.md	188c19c	2026-07-14
entities/places/settlements/oshas-slip.md	world/locations/oshas-slip.md	ae888824b4176675091c92f468caa4704543197b	2026-07-14
entities/places/settlements/murrat.md	world/locations/murrat.md (canon)	540fa5d	2026-07-14
entities/places/settlements/halythion.md	world/locations/halythion.md (new, pending)	c990f4e	2026-07-14
entities/places/sites/shelfworks.md	world/locations/shelfworks.md	9c665c76db7fb85e1cc8cf54374421ebe026fc10	2026-07-14
entities/places/sites/high-eyrie.md	world/locations/high-eyrie.md	03cfb80	2026-07-14
entities/places/sites/antheri-ruins.md	world/locations/antheri-ruins.md (new, pending, dungeon) + reverse-link sweep (5 files) + 1 canon_gate block reported (auralis.md)	6171e59	2026-07-14
entities/characters/pcs/index.md	refused — nav index, world/_meta/index.md equivalent (## pc section)	f60d3b9dc9520003210185c0883326f8fc0cf411	2026-07-14
entities/characters/minor/index.md	refused — nav index, world/_meta/index.md equivalent (all 17 entries pre-accounted-for by individual cluster ledger lines or prior rounds)	6eb6042	2026-07-14
entities/characters/crew/index.md	refused — nav index, world/_meta/index.md equivalent (npc section)	b2bcc5a	2026-07-14
entities/characters/npcs/index.md	refused — nav index, world/_meta/index.md equivalent (11 public + 12 DM-only npc links, each with own R35 ledger line)	15e733d179e86783f98f2a710da870fce1149ea5	2026-07-14
entities/characters/index.md	refused — nav index, world/_meta/index.md equivalent (## pc + ## npc sections cover all 9 linked entities)	c741ecd	2026-07-14
entities/characters/minor/cedric-hollowell.md	world/npcs/cedric-hollowell.md	8b48eb495b94221784655fd5c36cb605bdc806cb	2026-07-14
entities/characters/minor/bala-tane.md	world/npcs/bala-tane.md	56c5a984c54902a1c66d190f9b24c557cab6ef87	2026-07-14
entities/characters/minor/colla.md	world/npcs/colla.md canon	592f5ed7de3eb0dcc8e53232fdfe134eaaa269a5fcbf94f489f51e00435ba6c8	2026-07-14
entities/characters/minor/bisou.md	world/npcs/bisou.md — canon	5179b65	2026-07-14
entities/characters/minor/algernon-reginald-clyde.md	world/npcs/algernon-reginald-clyde.md, pending	fba8d4f	2026-07-14
entities/characters/minor/gost.md	world/npcs/gost.md	651c8d9	2026-07-14
entities/characters/minor/dario.md	world/npcs/dario-vanni.md (duplicate, no new content — see R18 e4b21f7)	9429667	2026-07-14
entities/characters/minor/enzo.md	duplicate — already landed as world/npcs/enzo.md via R11 (ss11-npc-enzo, 6cbf93f), same source under mismatched path; verified content match, no write	(no write, verified)	2026-07-14
entities/characters/minor/ensign-wouters.md	world/npcs/ensign-wouters.md	6fb2047	2026-07-14
entities/characters/minor/hector-podge.md	world/npcs/hector-podge.md	9623d54	2026-07-14
entities/characters/minor/flappers-the-seal.md	world/creatures/flappers-the-seal.md	c1df444	2026-07-14
entities/characters/minor/coralyra-dranra.md	world/npcs/coralyra-dranra.md (pending)	331aa74	2026-07-14
entities/characters/minor/ilaria-grimaldi.md	refused (redundant) -- grimaldis-dispensary.md	7ef65c9fd5557b5e46ca5655f3baca2e7e3cce8c	2026-07-14
entities/characters/minor/ettore.md	world/npcs/ettore-lupo.md (expand, pending->canon)	e9d345b	2026-07-14
entities/characters/minor/iacopo-fieschi.md	world/npcs/iacopo-fieschi.md	ce4f1cd355221edded03ca796edc7cc0a309632a	2026-07-14
entities/characters/minor/margaret-porcelain-pots.md	world/npcs/margaret-porcelain-pots.md (new, pending)	98448d8	2026-07-14
entities/characters/minor/kettil-ormsson.md	world/npcs/kettil-ormsson.md — canon rung 3	06abf152bdf9e148d52c90fe58b75258d7d34b09	2026-07-14
entities/characters/minor/ruk.md	duplicate — already landed as world/npcs/ruk.md via R11 (ss11-npc-ruk, 7dd93e3), same source under mismatched path; verified content match, no write	(no write, verified)	2026-07-14
entities/characters/minor/reginald-fenn.md	world/npcs/reginald-fenn.md (new, canon rung 3)	1c49212	2026-07-14
entities/characters/minor/nigel-strutt.md	world/npcs/nigel-strutt.md	1f0890b	2026-07-14
entities/characters/minor/oswald-crench.md	world/npcs/oswald-crench.md (new, canon rung 3)	daec3f740ae4dc9f26b53e35958de28787a73da6	2026-07-14
entities/characters/minor/petra-venn.md	world/npcs/petra-venn.md	5582e8e3ad01074efb52f3ff750d2bef40348bded79d36aff79b9a660f94b1db	2026-07-14
entities/characters/minor/norrington-kingsly.md	world/npcs/norrington-kingsly.md (new, pending)	338bf42a62df	2026-07-14
entities/characters/minor/marrow.md	world/npcs/marrow.md	2ab04147ecb2d72098a5b95355c877983ec97d73	2026-07-14
entities/characters/minor/serin-haut.md	world/npcs/serin-haut.md	704d5d6	2026-07-14
entities/characters/minor/stripes-bitemore.md	duplicate — already landed as world/npcs/stripes-bitemore.md via R32 (system/stripes-primer.md source); verified content match (bio/backstory/character/relationships/DM hook all present), no write; image asset (Belmore-Archer.webp) flagged for visual-aids, not embedded (no npc page in repo embeds portraits)	(no write, verified)	2026-07-14
entities/characters/npcs/cotter-foss.md	world/npcs/cotter-foss.md	782dac5	2026-07-14
entities/characters/minor/umberlee-servant.md	duplicate — Branca (world/npcs/branca.md) + waveservant-shrine.md, no write	2a5e14c	2026-07-14
entities/characters/minor/vrtek.md	world/npcs/vrtek.md, pending	a75d3699c54bcdc9207f33f0dcc5acf65a920e73	2026-07-14
entities/characters/minor/taufa-fifita.md	world/npcs/taufa-fifita.md (canon)	928a968a0f03c861b220c808ebc6251e811f6257	2026-07-14
entities/characters/npcs/andriana-trevisan.md	world/npcs/andriana-trevisan.md (new, pending)	64af6638	2026-07-14
entities/characters/npcs/aldous-draves.md	world/npcs/aldous-draves.md (new, pending)	36f60b1	2026-07-14
entities/characters/minor/suryo-wibowo.md	world/npcs/suryo-wibowo.md (new npc, canon rung 3)	909ed08a20f20f87b33b86dea88a47f6fa9efe6c43de63c17977a7b3ff86f987	2026-07-14
entities/characters/npcs/bastian-crev.md	world/npcs/bastian-crev.md (new, pending)	89cfdc6	2026-07-14
entities/characters/npcs/aldric-drave.md	world/npcs/aldric-drave.md (new, pending)	602352f8fe443c44f553aeac90b92ea93d61cbc2	2026-07-14
entities/characters/npcs/solange-barret.md	duplicate — already landed as world/npcs/solange-barret.md (ss9-npc-solange, 0a67a28), same content under mismatched source path; verified content match, no write	(no write, verified)	2026-07-14
entities/characters/npcs/toa.md	world/npcs/toa.md — pending	4373920718754fc68aa6fe29f7d9c2e80a0e7552	2026-07-14
entities/characters/npcs/suke.md	world/npcs/suke.md, pending	ff564ffe985ece5a898cbb8d978ef20bae67731a	2026-07-14
entities/characters/npcs/oriana-becht.md	world/npcs/oriana-becht.md, pending (rung 1 stub)	43feb1a	2026-07-14
entities/characters/npcs/rupert-knighton.md	world/npcs/rupert-knighton.md (expand)	eb190879b2265ba37fecf77c11733d40cabb9153	2026-07-14
entities/characters/npcs/dorian-bishop.md	world/npcs/dorian-bishop.md (new, pending)	5dfa652	2026-07-14
entities/characters/npcs/detto-kalash.md	world/npcs/detto-kalash.md	d26ef4b	2026-07-14
entities/characters/npcs/ruma-delacroix.md	world/npcs/ruma-delacroix.md (duplicate no-op — already landed prior round under a mismatched INGESTED.tsv path; cleaned 2 stale relink flags + reverse-linked calveno-sewers-grung-magazines.md)	26bb4e1	2026-07-14
entities/characters/npcs/sienne-orre.md	world/npcs/sienne-orre.md (new, pending)	e365fdc	2026-07-14
entities/characters/npcs/varet.md	world/npcs/varet.md	a9b8868	2026-07-14
entities/characters/npcs/wirra.md	world/npcs/wirra.md, pending (new)	97f6cdf7891de3dcbb53085fa8436d1ad28f25a5	2026-07-14
entities/characters/pcs/perrin-black-jaw.md	pcs/perrin-black-jaw.md (canon, expand — resolved vestra+ponte-bassa relinks, CONTRADICTION flagged: Cobb/La Vasca vs Ponte Bassa)	d5c6e5d4189d5750020ea29fa18efd1de19ea7f2	2026-07-14
entities/creatures/active/grung-npc.md	world/creatures/grung-npc.md (new, creature skeleton); world/creatures/grung-elite-warrior.md (forward-link resolved)	fe9a567	2026-07-14
entities/creatures/active/purple-caste-enforcer.md	world/creatures/purple-caste-enforcer.md	da2b406	2026-07-14
entities/creatures/active/ozvok-the-vermillion-distiller.md	world/npcs/ozvok-the-vermillion-distiller.md (npc, pending)	c91fdeff98c60c90baf4414a3c7d243a7bae25d9	2026-07-14
entities/creatures/active/dravosi-alchemist.md	world/creatures/dravosi-alchemist.md, canon	55be8c9	2026-07-14
entities/creatures/active/purple-caste-zealot.md	world/creatures/purple-caste-zealot.md	84991aa	2026-07-14
entities/creatures/active/moucheron.md	world/creatures/moucheron.md (canon)	c21e532	2026-07-14
entities/creatures/active/whip-shark.md	world/creatures/whip-shark.md — canon	b6f07213adcb172d534f762ba158bacee3c9a452	2026-07-14
entities/creatures/active/reef-shark.md	world/creatures/reef-shark.md (pending — CR 1/2 bestiary entry, uncorroborated play claim; link-upgraded hunter-shark.md + shelfworks.md)	04aa808d333a733322c848867883e1956bed4c11	2026-07-14
entities/creatures/planned/blight.md	world/creatures/blight.md, pending	df04ba1	2026-07-14
entities/creatures/planned/leviathan.md	world/npcs/leviathan.md (duplicate, no new page — legend/rumor fully subsumed by existing DM-truth canon page, rung 2)	074ab34	2026-07-14
